SE206,SE132,SE011,SE480,SE460,SE281,SE270,SE470,SE605,SE455,SE475,SE256,SE336,SE600,SE420,SE131,SE135,YEAR,SE375,SE136,SE380,SE025,CNTR_ID,SE446,COUNTRY,SE370,SE360,TF14,SE450,SE080,SE207,SE441
308261.0,1.6424500356,4974.6,251032.0,15141.0,141709.0,210987.0,109365.0,8109.0,71135.0,7820.0,1292.0,31409.0,5012.0,140416.0,346536.0,36982.0,2010,4304.0,1775.2077757,423.0,22.17,IT,376120.0,(ITA) Italy,14031.0,19110.0,(50) Specialist granivores,182106.0,453.56,679.65270666,644502.0
552.0,1.4536415863999999,2809.17,32418.0,236.0,6855.0,25056.0,260.0,4849.0,19323.0,2237.0,1441.0,6210.0,4203.0,15751.0,36422.0,34429.0,2010,780.0,2652.264996,57.0,13.9,IT,212864.0,(ITA) Italy,5099.0,6053.0,(60) Mixed crops,35371.0,0.45,1087.4249708,267794.0
83163.0,1.4515195925,5422.91,90261.0,27233.0,43599.0,93774.0,25143.0,10983.0,49443.0,6564.0,26114.0,18788.0,9745.0,52086.0,136115.0,26838.0,2010,3106.0,928.71860137,244.0,29.29,IT,427086.0,(ITA) Italy,17107.0,10930.0,(70) Mixed livestock,92679.0,55.59,1496.0822761,596440.0
21480.0,1.4240229938,3136.72,47449.0,7920.0,13589.0,34988.0,11463.0,7451.0,37042.0,6346.0,3204.0,8779.0,7077.0,21984.0,49824.0,25140.0,2010,1624.0,1185.5739563,74.0,21.81,IT,206663.0,(ITA) Italy,2532.0,8390.0,(80) Mixed crops and livestock,68346.0,15.01,1195.2029164,319970.0
1697.0,1.0407875091,3841.7,62116.0,862.0,22471.0,53215.0,441.0,18586.0,78599.0,11325.0,855.0,11979.0,18338.0,29830.0,55386.0,52833.0,2010,3100.0,510.07726759,1089.0,110.95,LT,28805.0,(LTU) Lithuania,2912.0,11664.0,(15) Specialist COP,10258.0,1.72,966.63832982,118524.0
649.0,1.1556250345,3436.3,36745.0,157.0,14943.0,34674.0,281.0,9509.0,46673.0,8907.0,1486.0,7873.0,9176.0,22857.0,40071.0,37935.0,2010,1314.0,661.23915176,625.0,59.81,LT,25006.0,(LTU) Lithuania,2136.0,7783.0,(16) Specialist other fieldcrops,7707.0,0.93,698.24786542,79543.0
56.0,1.5147055361000001,6768.13,21135.0,55.0,10221.0,36081.0,68.0,1615.0,38186.0,12968.0,261.0,10987.0,1158.0,22106.0,54653.0,54336.0,2010,225.0,5152.496545100001,992.0,14.02,LT,10333.0,(LTU) Lithuania,7415.0,6242.0,(20) Specialist horticulture,25639.0,0.13,571.77996062,74213.0
218.0,1.5971169951,4369.3,27958.0,0.0,3443.0,20858.0,241.0,6789.0,32168.0,4923.0,947.0,4714.0,6387.0,21083.0,33312.0,32147.0,2010,299.0,1512.8887121,215.0,24.76,LT,51204.0,(LTU) Lithuania,2613.0,9574.0,(36) Specialist orchards - fruits,11305.0,0.01,-92.48095024,94676.0
18452.0,1.1867601159999999,3866.31,15553.0,7119.0,10921.0,22907.0,2557.0,6938.0,29590.0,4773.0,237.0,5234.0,6631.0,13877.0,27186.0,8496.0,2010,426.0,263.81411356,386.0,33.44,LT,17066.0,(LTU) Lithuania,1007.0,4934.0,(45) Specialist milk,12656.0,17.61,1047.6361074,66431.0
9763.0,0.7656639186,3389.71,17877.0,8362.0,11600.0,25902.0,9202.0,13117.0,37243.0,5760.0,345.0,5913.0,12978.0,14731.0,19832.0,9725.0,2010,472.0,176.20549734,510.0,56.18,LT,19415.0,(LTU) Lithuania,609.0,6799.0,(49) Specialist cattle,9921.0,25.29,386.07413354,74940.0
267569.0,1.0515282535,14692.8,128305.0,13022.0,177271.0,273281.0,53300.0,7652.0,127637.0,4982.0,2833.0,33109.0,6672.0,33942.0,287363.0,16961.0,2010,1547.0,381.35774360000005,1617.0,49.33,LT,12481.0,(LTU) Lithuania,36107.0,23630.0,(50) Specialist granivores,75049.0,274.73,973.92231162,228189.0
1229.0,1.3254081383,4333.58,20312.0,332.0,6057.0,20864.0,413.0,6679.0,41368.0,6520.0,156.0,5747.0,6317.0,20417.0,27653.0,26268.0,2010,483.0,816.4159703,381.0,36.69,LT,30032.0,(LTU) Lithuania,1834.0,6361.0,(60) Mixed crops,10433.0,1.06,1155.6763259000002,82165.0
7434.0,1.1955729947,3152.31,4985.0,2599.0,4490.0,10708.0,2240.0,2732.0,18639.0,2415.0,739.0,2484.0,2252.0,5282.0,12802.0,4629.0,2010,155.0,354.97986343,279.0,13.39,LT,9540.0,(LTU) Lithuania,255.0,3044.0,(70) Mixed livestock,14391.0,8.84,840.61337188,45169.0
12026.0,1.008332205,4310.59,21885.0,5313.0,11520.0,27207.0,3769.0,8015.0,27426.0,5823.0,1249.0,6412.0,7560.0,9664.0,27434.0,14159.0,2010,798.0,356.07431160000004,345.0,41.39,LT,17363.0,(LTU) Lithuania,3240.0,4891.0,(80) Mixed crops and livestock,12064.0,11.92,992.67122455,62165.0
1902.0,1.3519126044999998,5056.35,225145.0,1603.0,19203.0,110910.0,2242.0,14397.0,84079.0,59275.0,7170.0,33447.0,25105.0,65382.0,149940.0,140868.0,2010,3172.0,12625.147855,4134.0,11.16,LU,316578.0,(LUX) Luxembourg,22715.0,28237.0,(35) Specialist wine,130040.0,4.18,455.29579779,532299.0
134239.0,0.8649679241,3825.15,118056.0,48417.0,69205.0,195791.0,44214.0,49470.0,221130.0,4499.0,9134.0,48630.0,57917.0,39365.0,169353.0,25980.0,2010,10127.0,283.36950143,6147.0,91.71,LU,472279.0,(LUX) Luxembourg,3658.0,58023.0,(45) Specialist milk,197790.0,112.39,1194.370435,939617.0
75069.0,0.7146184682,3297.06,105360.0,46909.0,43288.0,145697.0,51532.0,46119.0,166186.0,3482.0,8727.0,38576.0,50386.0,11125.0,104118.0,20322.0,2010,8180.0,233.89992105,5022.0,86.93,LU,462196.0,(LUX) Luxembourg,3848.0,46784.0,(49) Specialist cattle,195801.0,107.03,701.37104772,871092.0
151631.0,0.7429799736,3768.2,108925.0,47527.0,110103.0,269030.0,64338.0,49123.0,255854.0,9997.0,17465.0,64448.0,57524.0,-30046.0,199884.0,30788.0,2010,10184.0,342.85675737,12986.0,89.92,LU,424914.0,(LUX) Luxembourg,7802.0,63507.0,(70) Mixed livestock,469482.0,217.42,697.41619688,1197778.0
47482.0,0.8103545740000001,3061.66,119050.0,19927.0,57914.0,170357.0,24488.0,43927.0,218286.0,3653.0,19964.0,42682.0,51637.0,19852.0,138050.0,70603.0,2010,9592.0,767.41315384,4183.0,92.23,LU,457937.0,(LUX) Luxembourg,4152.0,51835.0,(80) Mixed crops and livestock,115192.0,67.16,706.98018721,811342.0
2732.0,0.8396392345,4803.97,78897.0,1259.0,54614.0,129934.0,908.0,42889.0,91296.0,14495.0,8767.0,35099.0,41633.0,27617.0,109098.0,97599.0,2010,2890.0,480.27554939,5197.0,231.12,LV,85362.0,(LVA) Latvia,8255.0,23879.0,(15) Specialist COP,34857.0,4.48,608.37484865,212773.0
576.0,0.9430052362000001,4166.48,12993.0,357.0,10219.0,31493.0,571.0,5933.0,15088.0,8877.0,2195.0,11187.0,5407.0,3739.0,29698.0,26927.0,2010,190.0,818.84170844,888.0,45.64,LV,17256.0,(LVA) Latvia,3630.0,5378.0,(16) Specialist other fieldcrops,9499.0,1.19,470.93090298,42199.0
22287.0,0.9399985484000001,4096.07,21274.0,8316.0,16134.0,33473.0,2655.0,10992.0,14080.0,4188.0,857.0,9232.0,10751.0,9378.0,31465.0,8321.0,2010,251.0,169.13866611,583.0,51.36,LV,16349.0,(LVA) Latvia,2583.0,4691.0,(45) Specialist milk,9831.0,24.02,928.01354515,48577.0
10645.0,0.7641946604000001,3304.56,29333.0,13444.0,12935.0,33757.0,6623.0,23891.0,18521.0,4531.0,5752.0,13004.0,22912.0,16655.0,25797.0,9400.0,2010,226.0,119.44403275,488.0,83.84,LV,24081.0,(LVA) Latvia,1001.0,6103.0,(49) Specialist cattle,11479.0,31.94,333.24948870000003,67525.0
220326.0,0.955071441,8145.45,221419.0,37146.0,143738.0,255288.0,57657.0,23107.0,119021.0,7485.0,11346.0,42195.0,22565.0,19701.0,243818.0,12146.0,2010,1199.0,346.00602408,12175.0,45.39,LV,45014.0,(LVA) Latvia,28557.0,27424.0,(50) Specialist granivores,173701.0,301.03,731.90993832,374882.0
704.0,1.0513901351000001,3237.16,7013.0,473.0,3658.0,12152.0,696.0,4365.0,5483.0,2095.0,390.0,4378.0,3735.0,5379.0,12777.0,11683.0,2010,70.0,456.88088047,230.0,31.91,LV,13145.0,(LVA) Latvia,1398.0,2418.0,(60) Mixed crops,5096.0,1.39,454.98308824,24198.0
9094.0,0.9592537365,3208.44,11101.0,3383.0,8062.0,15690.0,2297.0,6577.0,8457.0,2972.0,202.0,3937.0,6221.0,5820.0,15050.0,5754.0,2010,133.0,203.14487898,158.0,30.73,LV,9769.0,(LVA) Latvia,974.0,2425.0,(70) Mixed livestock,3994.0,13.98,650.57997853,25602.0
11935.0,0.8977232093999999,3948.86,18644.0,4214.0,13541.0,30160.0,3627.0,10731.0,13321.0,5093.0,2108.0,8191.0,10223.0,7957.0,27076.0,13033.0,2010,349.0,252.77848358,462.0,56.87,LV,16042.0,(LVA) Latvia,3007.0,4610.0,(80) Mixed crops and livestock,13021.0,14.36,787.43762071,46598.0
113.0,1.4074743585,3566.94,6650.0,38.0,7363.0,17003.0,30.0,2535.0,21122.0,0.0,0.0,5307.0,2473.0,9795.0,23931.0,23818.0,2010,161.0,9717.789258499999,137.0,2.44,MT,83198.0,(MLT) Malta,2282.0,1753.0,(20) Specialist horticulture,21737.0,0.1,1093.4631363,126096.0
177651.0,0.9722622575,7702.4,42344.0,87889.0,146332.0,191004.0,44067.0,21784.0,95858.0,0.0,1002.0,26171.0,21651.0,36665.0,185706.0,7053.0,2010,550.0,1502.9350872000002,2932.0,4.7,MT,383962.0,(MLT) Malta,4991.0,10027.0,(45) Specialist milk,372327.0,104.75,1695.9573283,940036.0
13613.0,0.9491595552,2689.48,5871.0,4489.0,10620.0,16429.0,2647.0,1921.0,15238.0,0.0,3.0,3855.0,1920.0,1085.0,15593.0,1978.0,2010,71.0,1009.0952308,140.0,2.03,MT,31338.0,(MLT) Malta,267.0,1476.0,(48) Specialist sheep and goats,54402.0,6.86,1985.4045659,105467.0
132486.0,0.9625180873,5097.16,18356.0,24657.0,107829.0,140855.0,57796.0,6920.0,63246.0,0.0,80.0,18351.0,6920.0,11759.0,135575.0,3010.0,2010,266.0,2644.2570119,926.0,1.23,MT,196906.0,(MLT) Malta,6430.0,7053.0,(50) Specialist granivores,328810.0,161.44,820.62523478,613619.0
396.0,1.4405522880000001,3100.16,4268.0,120.0,3540.0,9366.0,137.0,3861.0,19192.0,0.0,0.0,3160.0,3858.0,8643.0,13493.0,13097.0,2010,108.0,4341.3655945,0.0,3.17,MT,92517.0,(MLT) Malta,788.0,1770.0,(60) Mixed crops,27727.0,0.23,1702.0219347,139557.0
8875.0,1.2936697546,3991.66,210794.0,1026.0,77047.0,259186.0,1368.0,24942.0,171798.0,114521.0,46985.0,74981.0,20549.0,98137.0,335301.0,279441.0,2010,22419.0,4776.0526889,24017.0,59.33,NL,2067191.0,(NED) Netherlands,18766.0,41955.0,(16) Specialist other fieldcrops,168029.0,1.84,700.54050827,2408043.0
3524.0,1.1124634052,14351.17,292997.0,799.0,249979.0,874848.0,865.0,6501.0,347781.0,185940.0,120656.0,293283.0,2180.0,100390.0,973236.0,849057.0,2010,15732.0,91303.03738400001,45464.0,9.39,NL,807847.0,(NED) Netherlands,164151.0,106238.0,(20) Specialist horticulture,316715.0,3.0,1153.8223312,1473142.0
12855.0,1.1853065458,8246.94,142144.0,227.0,87763.0,296146.0,1223.0,1168.0,123202.0,85276.0,71740.0,71156.0,-326.0,54191.0,351024.0,266430.0,2010,2908.0,20752.562951,17554.0,13.22,NL,948972.0,(NED) Netherlands,64505.0,52261.0,(36) Specialist orchards - fruits,117146.0,1.01,1095.9644559,1189547.0
253195.0,1.138842474,4015.97,205994.0,80757.0,83944.0,241403.0,28719.0,28982.0,131751.0,1260.0,17730.0,66513.0,25855.0,58309.0,274920.0,3995.0,2010,13139.0,81.372224795,32526.0,49.23,NL,2038332.0,(NED) Netherlands,4591.0,40689.0,(45) Specialist milk,269153.0,120.77,2096.4151533,2519994.0
154268.0,1.0684171647,4820.91,463412.0,41282.0,93211.0,252659.0,47892.0,21558.0,82661.0,87.0,105288.0,63973.0,17879.0,32986.0,269945.0,10390.0,2010,5460.0,298.03908966,32429.0,34.98,NL,1020651.0,(NED) Netherlands,20594.0,36991.0,(48) Specialist sheep and goats,270498.0,86.07,1792.326148,1415090.0
84675.0,0.9440147272,3944.4,100328.0,23223.0,43650.0,174322.0,40257.0,25963.0,97908.0,157.0,72957.0,59503.0,23867.0,13472.0,164563.0,6931.0,2010,5541.0,218.39649771,14287.0,41.03,NL,666257.0,(NED) Netherlands,21839.0,29502.0,(49) Specialist cattle,152431.0,108.6,779.67393951,939819.0
580301.0,1.0301344286,3598.73,155458.0,60798.0,409351.0,597853.0,115082.0,6970.0,90043.0,1657.0,21596.0,78093.0,2569.0,19335.0,615869.0,13972.0,2010,6617.0,1437.4985738,34680.0,9.74,NL,820948.0,(NED) Netherlands,16486.0,52626.0,(50) Specialist granivores,559345.0,544.79,1065.1830433,1531134.0
324171.0,1.0402400609,3567.66,199865.0,56835.0,188658.0,335130.0,58610.0,16348.0,85813.0,1118.0,12557.0,64788.0,12931.0,25549.0,348616.0,11888.0,2010,10610.0,402.10864141,27872.0,29.92,NL,1316388.0,(NED) Netherlands,5970.0,37231.0,(70) Mixed livestock,331046.0,267.47,1212.0022847999999,1790082.0
177429.0,1.1308695892,5249.4,222725.0,26353.0,140179.0,359239.0,52909.0,30978.0,185298.0,45061.0,46606.0,98350.0,26001.0,72515.0,406252.0,182218.0,2010,19177.0,2554.5518328000003,35830.0,71.39,NL,2508390.0,(NED) Netherlands,14124.0,51578.0,(80) Mixed crops and livestock,271529.0,133.44,1329.605301,2991570.0
404.0,0.9572353266,1603.21,79609.0,14.0,10355.0,47201.0,65.0,24139.0,60124.0,3929.0,9997.0,18721.0,24189.0,21417.0,45183.0,34781.0,2010,3918.0,859.65546885,1036.0,42.88,AT,71113.0,(OST) Austria,530.0,12641.0,(15) Specialist COP,87646.0,0.33,1214.8752353,218897.0
1522.0,1.1424753325,2288.44,117524.0,341.0,15670.0,62359.0,541.0,29581.0,67815.0,6431.0,11118.0,23622.0,30720.0,38789.0,71244.0,58604.0,2010,5117.0,1315.1032066999999,1325.0,46.32,AT,63920.0,(OST) Austria,2697.0,13928.0,(16) Specialist other fieldcrops,106354.0,1.64,927.81241733,238429.0
222.0,1.0548957075,3133.41,55498.0,102.0,7811.0,47235.0,138.0,8799.0,53476.0,28134.0,8081.0,20465.0,10355.0,12700.0,49828.0,41525.0,2010,1535.0,2958.397303,2008.0,14.86,AT,42534.0,(OST) Austria,3846.0,11570.0,(35) Specialist wine,98641.0,0.34,649.33140916,194753.0
1397.0,1.1220366370000001,4443.1,70369.0,0.0,8465.0,59218.0,17.0,5002.0,43436.0,14273.0,14314.0,21804.0,8293.0,16843.0,66444.0,50733.0,2010,834.0,6446.9132275,1564.0,7.98,AT,78664.0,(OST) Austria,11873.0,14677.0,(36) Specialist orchards - fruits,89810.0,0.5,2782.2571626999998,211910.0
40256.0,1.101140424,3667.2,62862.0,13847.0,13742.0,51594.0,9995.0,18757.0,68151.0,2385.0,14591.0,19291.0,20808.0,26204.0,56813.0,1965.0,2010,1084.0,70.04378947,1321.0,28.13,AT,105158.0,(OST) Austria,500.0,15655.0,(45) Specialist milk,176977.0,26.56,1515.7636959000001,364133.0
24192.0,0.9546691975,3165.81,41841.0,6906.0,7663.0,44148.0,6396.0,13816.0,60448.0,1746.0,16776.0,17912.0,15268.0,11498.0,42147.0,1179.0,2010,421.0,47.927033898999994,1721.0,24.69,AT,105295.0,(OST) Austria,1287.0,15144.0,(48) Specialist sheep and goats,196059.0,20.1,1203.5686449000002,368709.0
22017.0,0.9483565999,3041.52,65290.0,9006.0,9360.0,41764.0,15555.0,18947.0,53853.0,2568.0,14653.0,16347.0,19955.0,17752.0,39607.0,2937.0,2010,815.0,81.108409201,1218.0,36.32,AT,95819.0,(OST) Austria,532.0,13492.0,(49) Specialist cattle,140897.0,24.24,908.12717811,299576.0
109528.0,1.1653216362,3379.23,72573.0,8978.0,65130.0,123209.0,23283.0,14829.0,70505.0,10969.0,10289.0,28614.0,19460.0,37615.0,143578.0,23761.0,2010,3828.0,830.63356117,2341.0,29.13,AT,55013.0,(OST) Austria,686.0,22610.0,(50) Specialist granivores,296289.0,95.08,1151.9581441999999,430786.0
2896.0,1.0993220668,3585.84,97768.0,138.0,15178.0,66434.0,1533.0,26168.0,69375.0,9557.0,11335.0,25113.0,27965.0,33695.0,73032.0,58801.0,2010,5089.0,1376.8725428,1852.0,44.53,AT,65001.0,(OST) Austria,3676.0,15526.0,(60) Mixed crops,105166.0,3.28,873.08336808,239680.0
35049.0,1.0395278805,3457.29,62192.0,9022.0,18539.0,59898.0,15054.0,19028.0,72153.0,5261.0,17772.0,21369.0,20854.0,21345.0,62266.0,9445.0,2010,1702.0,307.6534039,2052.0,31.0,AT,84339.0,(OST) Austria,322.0,15915.0,(70) Mixed livestock,173050.0,34.42,1018.3289481,338564.0
27345.0,1.0600020143,2874.19,83178.0,3847.0,19341.0,63234.0,10359.0,21989.0,62543.0,6197.0,13207.0,22659.0,24120.0,26158.0,67028.0,26476.0,2010,3061.0,813.76476683,1373.0,33.48,AT,72471.0,(OST) Austria,1252.0,15547.0,(80) Mixed crops and livestock,148435.0,24.08,1135.3939622999999,287296.0
834.0,1.156289553,3148.78,13887.0,201.0,10222.0,24914.0,313.0,10648.0,30365.0,8450.0,707.0,6969.0,9876.0,13923.0,28808.0,27267.0,2010,785.0,753.10270151,535.0,36.79,PL,114581.0,(POL) Poland,1582.0,4821.0,(15) Specialist COP,24674.0,1.29,641.18562445,169821.0
1746.0,1.2557839909000001,3869.16,9709.0,408.0,7887.0,19952.0,660.0,7013.0,21286.0,8001.0,592.0,5543.0,6618.0,11732.0,25056.0,22718.0,2010,429.0,1128.6872177,337.0,20.49,PL,78127.0,(POL) Poland,1867.0,3888.0,(16) Specialist other fieldcrops,24069.0,2.63,656.44660535,123890.0
216.0,1.3527639641,6470.48,8960.0,68.0,15862.0,43415.0,95.0,1298.0,22969.0,4038.0,157.0,14785.0,1213.0,16438.0,58730.0,58357.0,2010,69.0,12074.75707,648.0,4.56,PL,30740.0,(POL) Poland,5621.0,6430.0,(20) Specialist horticulture,65595.0,0.37,526.80717507,119372.0
86.0,1.3900472415,4559.84,7210.0,16.0,4257.0,18413.0,59.0,2315.0,22897.0,8404.0,298.0,3939.0,2426.0,9454.0,25594.0,25210.0,2010,64.0,3000.7602848,324.0,8.73,PL,82727.0,(POL) Poland,3014.0,6814.0,(36) Specialist orchards - fruits,37158.0,0.11,455.92417885,142799.0
22687.0,1.3510240752,4093.61,6534.0,11383.0,9741.0,20666.0,4163.0,6021.0,29068.0,6176.0,255.0,5426.0,5891.0,13354.0,27920.0,4979.0,2010,274.0,248.34203062,352.0,20.18,PL,85612.0,(POL) Poland,301.0,4572.0,(45) Specialist milk,38317.0,21.73,1043.8045241,164379.0
7731.0,0.7404167862000001,3682.03,9009.0,3458.0,5319.0,18082.0,9469.0,8681.0,14682.0,3326.0,2472.0,5423.0,8146.0,3396.0,13388.0,3184.0,2010,234.0,131.36935522,199.0,24.35,PL,76015.0,(POL) Poland,3153.0,3754.0,(48) Specialist sheep and goats,41250.0,12.94,597.35466095,135404.0
7352.0,0.9950233936,3179.81,3458.0,3916.0,4667.0,11243.0,6099.0,5709.0,15786.0,4323.0,377.0,3184.0,5425.0,5274.0,11187.0,3458.0,2010,156.0,204.95100423,232.0,17.14,PL,73022.0,(POL) Poland,119.0,2886.0,(49) Specialist cattle,27735.0,13.78,533.50522345,120460.0
68893.0,1.1994745857,4299.8,14361.0,3281.0,52396.0,72394.0,15389.0,7440.0,38687.0,8804.0,565.0,9698.0,7905.0,22648.0,86835.0,17378.0,2010,369.0,721.53233109,740.0,24.48,PL,102703.0,(POL) Poland,2299.0,6892.0,(50) Specialist granivores,74682.0,76.28,903.10853573,219352.0
1007.0,1.28790919,3822.81,4155.0,289.0,4017.0,12814.0,370.0,4256.0,13256.0,4652.0,297.0,3666.0,4037.0,7497.0,16503.0,15199.0,2010,103.0,1282.1628658,184.0,12.26,PL,59413.0,(POL) Poland,1204.0,3641.0,(60) Mixed crops,22364.0,1.53,631.05974285,95322.0
10581.0,1.1264556467,3606.24,3797.0,2808.0,8073.0,14843.0,4011.0,4350.0,12726.0,4529.0,220.0,3406.0,4140.0,6028.0,16720.0,5920.0,2010,107.0,447.85584667,107.0,13.36,PL,58397.0,(POL) Poland,235.0,2915.0,(70) Mixed livestock,30893.0,15.5,682.57113489,104825.0
7996.0,1.0833532209999999,3546.19,5590.0,1869.0,7904.0,16827.0,2868.0,5158.0,13772.0,5537.0,375.0,4270.0,4782.0,6213.0,18230.0,9860.0,2010,204.0,611.55376186,162.0,16.34,PL,58706.0,(POL) Poland,1216.0,3071.0,(80) Mixed crops and livestock,26679.0,10.22,755.78559214,101027.0
159.0,1.0584211528,2642.96,121715.0,98.0,9040.0,25973.0,108.0,16100.0,18904.0,1896.0,1763.0,7713.0,15749.0,17496.0,27491.0,25568.0,2010,2262.0,779.96785517,322.0,37.94,PT,44442.0,(POR) Portugal,3326.0,3311.0,(15) Specialist COP,6365.0,0.39,409.51796369,69809.0
231.0,1.1434509541,3102.36,16395.0,269.0,16048.0,37048.0,105.0,11242.0,23107.0,1796.0,1652.0,10608.0,10948.0,16259.0,42363.0,40480.0,2010,2118.0,2028.806692,198.0,31.55,PT,49229.0,(POR) Portugal,3654.0,4421.0,(16) Specialist other fieldcrops,8606.0,0.56,410.71088182,81210.0
68.0,1.5314302255,3883.5,3431.0,41.0,8487.0,22249.0,96.0,1032.0,16436.0,1283.0,997.0,4489.0,842.0,12927.0,34073.0,33008.0,2010,311.0,12995.071132,58.0,3.06,PT,34789.0,(POR) Portugal,4306.0,4598.0,(20) Specialist horticulture,14040.0,0.16,438.24579749,65305.0
29.0,1.6045694751,3301.65,7755.0,26.0,6462.0,19735.0,31.0,2603.0,12806.0,15136.0,4805.0,3532.0,2223.0,16163.0,31665.0,26832.0,2010,1013.0,3229.3528437,32.0,10.22,PT,79398.0,(POR) Portugal,4278.0,4418.0,(35) Specialist wine,7988.0,0.09,325.28305977,100218.0
116.0,1.6153555057,3166.81,5803.0,95.0,4373.0,14322.0,80.0,2561.0,11305.0,2783.0,747.0,3651.0,2383.0,12287.0,23136.0,22273.0,2010,259.0,2743.6853405,31.0,8.74,PT,49648.0,(POR) Portugal,2384.0,3625.0,(36) Specialist orchards - fruits,5248.0,0.28,414.39634066,66296.0
564.0,1.6216027826,3016.79,20385.0,524.0,4213.0,19485.0,256.0,11862.0,14479.0,2585.0,310.0,6360.0,11782.0,23885.0,31597.0,30723.0,2010,304.0,662.110334,0.0,47.9,PT,77973.0,(POR) Portugal,4890.0,3717.0,(37) Specialist olives,3627.0,1.14,494.8886398,96604.0
172.0,1.5194244091,2726.36,6234.0,161.0,1762.0,9237.0,172.0,5234.0,10877.0,2576.0,465.0,2471.0,5068.0,9863.0,14034.0,13397.0,2010,63.0,1038.588124,5.0,17.28,PT,51787.0,(POR) Portugal,2222.0,2714.0,(38) Permanent crops combined,6357.0,0.45,369.73826131,69181.0
56380.0,1.1329969795000001,3423.83,34660.0,24568.0,40510.0,59645.0,6785.0,13133.0,23132.0,6237.0,1053.0,9702.0,12382.0,21212.0,67577.0,10144.0,2010,1469.0,544.49450194,419.0,20.04,PT,37799.0,(POR) Portugal,2119.0,5426.0,(45) Specialist milk,17632.0,40.96,1376.5198868,103132.0
9739.0,1.1024593207,2774.06,21938.0,9917.0,5664.0,13003.0,2556.0,7860.0,9750.0,1412.0,859.0,2756.0,7665.0,9108.0,14335.0,3737.0,2010,432.0,113.72702994,60.0,42.26,PT,41458.0,(POR) Portugal,1687.0,2403.0,(48) Specialist sheep and goats,11518.0,19.92,488.91215127,72643.0
11194.0,1.0760757391,2642.63,6216.0,14824.0,8386.0,16268.0,8067.0,12819.0,9887.0,3201.0,1059.0,3691.0,12518.0,13744.0,17505.0,5253.0,2010,641.0,119.38712329,110.0,47.47,PT,49942.0,(POR) Portugal,703.0,2736.0,(49) Specialist cattle,9382.0,27.97,400.26000254,84035.0
80939.0,1.170443806,3563.87,4866.0,6828.0,55268.0,70795.0,16610.0,752.0,16645.0,201.0,701.0,5349.0,385.0,15108.0,82861.0,1221.0,2010,114.0,842.45335585,632.0,4.33,PT,19433.0,(POR) Portugal,2667.0,6765.0,(50) Specialist granivores,71870.0,107.71,751.47880169,114776.0
212.0,1.4793428189,2731.48,5712.0,195.0,4849.0,11974.0,260.0,2575.0,9288.0,1938.0,1307.0,2835.0,2429.0,8208.0,17714.0,16196.0,2010,302.0,1990.2715626,12.0,11.61,PT,46968.0,(POR) Portugal,1367.0,2610.0,(60) Mixed crops,7277.0,0.56,377.99917972,63728.0
6157.0,1.2574104036,3086.34,5351.0,6075.0,5122.0,13090.0,3613.0,6568.0,11700.0,3205.0,1055.0,3398.0,6306.0,9892.0,16459.0,9246.0,2010,312.0,433.17538852,31.0,32.9,PT,48374.0,(POR) Portugal,1485.0,2741.0,(80) Mixed crops and livestock,8211.0,10.53,452.13981763,74361.0
242.0,1.1444556216,3852.57,25772.0,78.0,15725.0,43991.0,48.0,12473.0,28804.0,2240.0,231.0,14108.0,11860.0,18282.0,50346.0,49873.0,2010,5787.0,555.68121898,635.0,90.51,RO,13725.0,(ROU) Romania,3498.0,4239.0,(15) Specialist COP,12878.0,0.3,809.83457461,55484.0
438.0,1.7643903975,3734.31,5972.0,195.0,5997.0,13551.0,118.0,2427.0,7811.0,1835.0,15.0,3880.0,2122.0,12488.0,23910.0,23457.0,2010,867.0,1254.018659,83.0,18.76,RO,8208.0,(ROU) Romania,1570.0,1155.0,(16) Specialist other fieldcrops,12934.0,0.65,661.31237708,29149.0
240.0,1.2530512043000002,4355.28,9300.0,59.0,2768.0,10736.0,135.0,1000.0,5196.0,434.0,14.0,3164.0,819.0,3535.0,13452.0,13198.0,2010,44.0,6006.370385,720.0,2.11,RO,59015.0,(ROU) Romania,1540.0,2499.0,(20) Specialist horticulture,29206.0,0.27,645.12353622,93476.0
72.0,1.3251125193000002,6654.75,35871.0,12.0,9825.0,28135.0,19.0,1526.0,16424.0,6242.0,0.0,4192.0,1130.0,10295.0,37282.0,37209.0,2010,550.0,3023.3139453000003,536.0,12.36,RO,41224.0,(ROU) Romania,7835.0,5198.0,(35) Specialist wine,22359.0,0.12,591.37357378,80018.0
252.0,1.6691842471,3413.42,5722.0,87.0,2401.0,8295.0,38.0,708.0,6346.0,1766.0,5.0,2237.0,523.0,6121.0,13846.0,13588.0,2010,114.0,2725.2286328,88.0,5.01,RO,26152.0,(ROU) Romania,1347.0,2108.0,(36) Specialist orchards - fruits,18432.0,0.36,682.19286256,51017.0
6086.0,1.5735875153999999,3444.88,3899.0,2959.0,3232.0,5867.0,616.0,1146.0,2755.0,891.0,7.0,1422.0,1042.0,4407.0,9233.0,3139.0,2010,130.0,606.06505387,35.0,5.18,RO,8240.0,(ROU) Romania,316.0,732.0,(45) Specialist milk,10653.0,7.23,842.21598648,24606.0
